院校,专业,最低分,位次,科目,批次
天津大学,工科试验班（智能与计算类）（含软件工程、计算机科学与技术、人工智能、网络空间安全专业；软件工程专业前2年收费标准为5800元/年，后2年收费标准为14000元/年，其余包含专业收费标准均为5800元/年）,673,1958,理科,本科批
天津大学,工科试验班（电气信息类）（含智能电网信息工程、电气工程及其自动化、自动化、通信工程、电子信息工程、物联网工程专业）,670,2384,理科,本科批
天津大学,医学技术类（新医科试验班）（含智能医学工程、临床医学、药学、生物医学工程专业；其中临床医学为5年制专业）,669,2531,理科,本科批
天津大学,分子科学与工程（天南大合办）,670,2384,理科,本科批
天津大学,人文科学试验班（含汉语言文学、英语、法学、教育学、马克思主义理论、金融学、工商管理、财务管理、建筑学、城乡规划专业）,634,635,文科,本科批
天津大学,工科试验班（电子科学技术类）（含电子科学与技术（微电子）、集成电路设计与集成系统专业）,670,2384,理科,本科批
天津大学,数学类（含数学与应用数学、数据科学与大数据技术、金融数学专业）,671,2234,理科,本科批
天津大学,建筑类（含建筑学、城乡规划、风景园林专业）,674,1811,理科,本科批
天津大学,理科试验班（生命科学类）,663,3633,理科,本科提前批
天津大学,经济管理试验班,665,3258,理科,本科提前批
天津大学,工科试验班（新材料与加工技术类）,662,3821,理科,本科提前批
天津大学,工科试验班（智能制造与建造）（其他备注及方向整理中）,664,3435,理科,本科提前批
天津大学,工科试验班（化工能源与生命医药类）,663,3633,理科,本科提前批
天津大学,理科试验班（地理学类）,662,3821,理科,本科提前批
天津大学,工科试验班（电气信息类）,664,3435,理科,本科提前批
天津大学,理科试验班（理化）,663,3633,理科,本科提前批
天津大学,工科试验班（环境与能源工程类）,662,3821,理科,本科提前批
天津大学,工科试验班（海洋类）,662,3821,理科,本科提前批
天津大学,工科试验班（高新舰船与海洋装备智能设计,663,3633,理科,本科提前批
华中科技大学,电气工程及其自动化,679,1215,理科,本科批
华中科技大学,自动化（自动化卓越计划实验班）,677,1437,理科,本科批
华中科技大学,电气工程及其自动化（启明本硕博实验班）,680,1113,理科,本科批
华中科技大学,土木类（智能化建造试验班，具体专业详见招生简章）（含智能建造专业）,667,2883,理科,本科批
华中科技大学,建筑类（智慧建筑规划试验班，包含专业见招生简章）（含建筑学专业）,668,2704,理科,本科批
华中科技大学,环境科学与工程类（智慧环境试验班，具体专业详见招生简章）（含环境工程专业）,666,3076,理科,本科批
华中科技大学,工商管理类（含工商管理（人力资源）、市场营销（数字化营销）、会计学（注册会计师）、财政学（税务）、财务管理专业）,670,2384,理科,本科批
华中科技大学,临床医学（启明本硕博实验班）,679,1215,理科,本科批
华中科技大学,电子信息工程（信息类数理提高班）,671,2234,理科,本科批
华中科技大学,电子信息类（光电学院（含光电信息科学与工程、集成电路设计与集成系统、电子科学与技术、微电子科学与工程专业））,674,1811,理科,本科批
华中科技大学,数学类（含数学与应用数学、信息与计算科学、统计学专业）,671,2234,理科,本科批
华中科技大学,人工智能（创新实验班）,681,1024,理科,本科批
华中科技大学,公共管理类（含公共事业管理、行政管理、公共事业管理（卫生事业管理）专业）,630,825,文科,本科批
华中科技大学,中国语言文学类（含汉语言文学、汉语国际教育专业）,633,677,文科,本科批
华中科技大学,临床医学类（含临床医学、口腔医学、儿科学、医学影像学专业）,673,1958,理科,本科批
华中科技大学,外国语言文学类（含英语、日语、德语、翻译、法语专业；只招英语，日语，德语，法语语种考生）,630,825,文科,本科批
华中科技大学,生物科学类（国家理科基地及新兴产业试验班，详见简章）（含生物科学专业）,667,2883,理科,本科批
华中科技大学,生物医学工程类（国家生命科学与技术人才试验班）（含生物医学工程、生物信息学专业）,667,2883,理科,本科批
华中科技大学,能源与动力工程（启明本硕博实验班）,666,3076,理科,本科批
华中科技大学,临床医学（本硕博贯通培养）,684,769,理科,本科批
华中科技大学,船舶与海洋工程（含智能船舶与海洋开发技,656,5280,理科,本科提前批
华中科技大学,土木类,659,4522,理科,本科提前批
华中科技大学,化学类,658,4750,理科,本科提前批
华中科技大学,水利水电工程,656,5280,理科,本科提前批
华中科技大学,环境科学与工程类,655,5561,理科,本科提前批
东南大学,生物医学工程（学制七年本硕连读）,668,2704,理科,本科批
东南大学,文科试验班类（含政治学与行政学、社会学、汉语言文学、旅游管理、哲学、国际经济与贸易、金融学、经济学、金融工程、法学、艺术史论专业）,633,677,文科,本科批
东南大学,计算机类（含计算机科学与技术、软件工程、网络空间安全、人工智能专业）,671,2234,理科,本科批
东南大学,工科试验班（机械能源材料类（含机械工程、能源与动力工程、建筑环境与能源应用工程、核工程与核技术、材料科学与工程专业））,666,3076,理科,本科批
东南大学,经济学类（含国际经济与贸易、金融学、经济学、金融工程专业）,667,2883,理科,本科批
东南大学,工科试验班（吴健雄班（含信息工程（等四年制工科各专业）专业））,676,1574,理科,本科批
东南大学,建筑类（含建筑学、城乡规划、风景园林专业）,676,1574,理科,本科批
东南大学,工商管理类（含信息管理与信息系统、电子商务、物流管理、工商管理、会计学、工业工程专业）,666,3076,理科,本科批
东南大学,电子信息类（含信息工程、电子科学与技术、生物医学工程、生物信息学专业）,671,2234,理科,本科批
东南大学,理科试验班（含数学与应用数学、信息与计算科学、统计学、应用物理学、物理学、化学、工程力学专业）,668,2704,理科,本科批
东南大学,工科试验班（自动化电气测控类）（含自动化、机器人工程、电气工程及其自动化、测控技术与仪器、智能感知工程专业）,669,2531,理科,本科批
东南大学,工科试验班（土木交通类）（含土木工程、给排水科学与工程、工程管理、交通工程、交通运输、港口航道与海岸工程、城市地下空间工程、道路桥梁与渡河工程、测绘工程、智能建造专业）,666,3076,理科,本科批
东南大学,工科试验班（机械能源材料类）,663,3633,理科,本科提前批
东南大学,经济学类,655,5561,理科,本科提前批
东南大学,工科试验班（土木交通类）,662,3821,理科,本科提前批
东南大学,计算机类,666,3076,理科,本科提前批
东南大学,工科试验班（环境化工生物类）,660,4291,理科,本科提前批
南开大学,工商管理类（含工商管理、人力资源管理、财务管理、会计学、会计学（国际会计）、市场营销、信息管理与信息系统、工业工程、物流管理、图书馆学、档案学、旅游管理、会展经济与管理专业；国际会计专业与加拿大特许专业会计师协会合作培养，主要专业课双语授课；工商管理专业核心课程采用全英文授课。学生可参与罗格斯大学、格拉斯哥大学等本硕双学位项目，加州大学伯克利分校等海外知名高校交流项目，及美国中佛罗里达大学迪士尼世界主题公园等教学实习项目）,645,291,文科,本科批
南开大学,经济学类（含经济学、国际经济与贸易、财政学、商务经济学专业）,676,1574,理科,本科批
南开大学,计算机类（信息科学与技术类试验班）（含电子信息科学与技术、电子科学与技术、通信工程、微电子科学与工程、光电信息科学与工程、计算机科学与技术、信息安全、物联网工程、自动化、智能科学与技术、软件工程专业；含人工智能、计算机、电子信息方向特色培养试点班，信息安全法学双学位试点班。相关专业含法国南特中央理工本硕衔接项目，以及海外知名高校的暑期学校和长短期交流项目）,673,1958,理科,本科批
南开大学,历史学类（含历史学、世界史、文物与博物馆学专业）,643,338,文科,本科批
南开大学,经济学类（含经济学、国际经济与贸易、财政学、商务经济学专业）,649,200,文科,本科批
南开大学,公共管理类（含政治学与行政学、行政管理、国际政治、社会学、社会工作、应用心理学、城市管理专业；PPE政经哲特色实验班为人文社科类最项尖专业之一；城市管理专业与英国格拉斯哥大学合作办学）,642,362,文科,本科批
南开大学,临床医学（5+3一体化）（仅录取填报该专业志愿的考生，本硕连读）,673,1958,理科,本科批
南开大学,法学,645,291,文科,本科批
南开大学,工商管理类（含工商管理、人力资源管理、财务管理、会计学、会计学（国际会计）、市场营销、信息管理与信息系统、工业工程、物流管理、图书馆学、档案学、旅游管理、会展经济与管理专业；国际会计专业与加拿大特许专业会计师协会合作培养，主要专业课双语授课；工商管理专业核心课程采用全英文授课。学生可参与罗格斯大学、拉斯哥大学等本硕双学位项目，伯克利分校等海外知名高校交流项目，及美国中佛罗里达大学迪士尼世界主题公园等教学实习项目）,674,1811,理科,本科批
南开大学,金融学类（含金融学、保险学、金融工程、投资学、精算学专业）,652,150,文科,本科批
南开大学,理科试验班（数理科学与大数据（含数学与应用数学、信息与计算科学、物理学、光电信息科学与工程、应用物理学数据科学与大数据技术、统计学专业；成绩优异、满足条件者可本硕博贯通培养；部分主干课程英文授课。相关专业含威斯康星大学麦迪逊分校3+2、德州农工大学3+2、伊利诺伊大学厄巴纳香槟分校3+2、新加坡国立大学3+2、根特大学3+2等国际联合培养项目，含有包括哈佛大学、耶鲁大学在内的50余个海外科研实习基地））,677,1437,理科,本科批
南开大学,金融学类（含金融学、保险学、金融工程、投资学、精算学专业）,681,1024,理科,本科批
南开大学,中国语言文学类（含汉语言文学、编辑出版学、广播电视学、汉语国际教育专业；国家文科基础学二科人才培养和科学研究优秀基地，国家级一流本科专业，中国语言文学博士一级学科；汉语国际教育为八大国家对外汉语教学基地之一。各专业均有与海外名校的交流项目）,642,362,文科,本科批
南开大学,哲学类,628,926,文科,本科提前批
南开大学,理科试验班类（物质科学与可持续发展）（其他备注及方向整理中）,667,2883,理科,本科提前批
南开大学,工商管理类,670,2384,理科,本科提前批
南开大学,法学,625,1088,文科,本科提前批
南开大学,外国语言文学类（专业志愿）,639,438,文科,本科提前批
南开大学,马克思主义理论类（专业志愿）,639,438,文科,本科提前批
中山大学,预防医学,664,3435,理科,本科批
中山大学,临床医学,675,1694,理科,本科批
中山大学,汉语言文学（珠海）,642,362,文科,本科批
中山大学,历史学,639,438,文科,本科批
中山大学,环境科学与工程类（含环境科学、环境工程专业）,668,2704,理科,本科批
中山大学,药学,665,3258,理科,本科批
中山大学,农学（深圳）（入校后不得转专业）（单列专业）,631,14193,理科,本科批
中山大学,外国语言文学类（珠海）（含英语、阿拉伯语、西班牙语、朝鲜语、俄语专业）,638,460,文科,本科批
中山大学,旅游管理类（含旅游管理、会展经济与管理专业）,643,338,文科,本科批
中山大学,口腔医学,674,1811,理科,本科批
中山大学,经济学类（珠海）（含经济学、金融学、工商管理、会计学专业）,645,291,文科,本科批
中山大学,生物科学类（含生物科学、生物技术、生态学专业）,671,2234,理科,本科批
中山大学,计算机类（广州）（含计算机科学与技术、网络空间安全、信息与计算科学、软件工程专业）,673,1958,理科,本科批
中山大学,航空航天类（含航空航天工程、理论与应用力学专业）,664,3435,理科,本科批
中山大学,临床医学（深圳）,673,1958,理科,本科批
中山大学,哲学（珠海）,638,460,文科,本科批
中山大学,法学,642,362,文科,本科批
中山大学,工商管理类（含工商管理、会计学专业）,646,258,文科,本科批
中山大学,智能科学与技术（珠海）,666,3076,理科,本科批
中山大学,经济学类（广州）（含国际商务、管理科学、金融学、经济学专业）,673,1958,理科,本科批
中山大学,历史学,619,1468,文科,本科提前批
中山大学,汉语言文学（珠海）,618,1547,文科,本科提前批
中山大学,预防医学,657,5030,理科,本科提前批
中山大学,生态学（深圳）,659,4522,理科,本科提前批
中山大学,电子信息类（深圳）,658,4750,理科,本科提前批
中山大学,遥感科学与技术（珠海）,661,4051,理科,本科提前批
中山大学,临床医学（深圳）,656,5280,理科,本科提前批
中山大学,材料类（深圳）,655,5561,理科,本科提前批
中山大学,哲学（珠海）,620,1396,文科,本科提前批
中山大学,物理学类（广州）,661,4051,理科,本科提前批
中山大学,地质学类,659,4522,理科,本科提前批
中山大学,药学,659,4522,理科,本科提前批
中山大学,化学工程与工艺,656,5280,理科,本科提前批
武汉大学,计算机类（国家网络安全学院）（含信息安全（国家级一流本科专业）、网络空间安全专业）,676,1574,理科,本科批
武汉大学,数学类（含数学与应用数学（国家级一流本科专业）、信息与计算科学、统计学、数据科学与大数据技术专业）,675,1694,理科,本科批
武汉大学,计算机类（计算机学院，卓越工程师教育培养计划）（含计算机科学与技术（国家级一流本科专业）、人工智能、软件工程专业）,677,1437,理科,本科批
武汉大学,理科试验班（资源与环境类）（含地理信息科学（国家级一流本科专业）、环境科学、地理科学、人文地理与城乡规划、土地资源管理（国家级一流本科专业）、环境工程（卓越工程师教育培养计划）专业）,671,2234,理科,本科批
武汉大学,口腔医学（五年制，国家级一流本科专业）,677,1437,理科,本科批
武汉大学,理科试验班（弘毅学堂）（含数学与应用数学、物理学、化学、生物科学专业；基础学科拔尖学生培养试验计划）,681,1024,理科,本科批
武汉大学,公共管理类（含行政管理、公共事业管理、劳动与社会保障（国家级一流本科专业）专业）,647,237,文科,本科批
武汉大学,临床医学（八年制，国家级一流本科专业）（八年一贯制）,674,1811,理科,本科批
武汉大学,物理学类（含物理学（国家级一流本科专业）、材料物理、微电子科学与工程专业）,674,1811,理科,本科批
武汉大学,历史学类（含历史学（国家级一流本科专业）、世界史、考古学专业）,646,258,文科,本科批
武汉大学,药学类（含药学、生物制药专业）,671,2234,理科,本科批
武汉大学,社会科学试验班（信息管理类）（含图书馆学（国家级一流本科专业）、档案学、信息管理与信息系统、电子商务、编辑出版学（国家级一流本科专业）专业）,670,2384,理科,本科批
武汉大学,轻工类（卓越工程师教育培养计划）（含印刷工程（国家级一流本科专业）、包装工程专业）,672,2080,理科,本科批
武汉大学,电子信息类（卓越工程师教育培养计划（含电子信息工程（国家级一流本科专业）、通信工程、电波传播与天线、电子信息科学与技术、测控技术与仪器、光电信息科学与工程专业））,674,1811,理科,本科批
武汉大学,工商管理类（含工程管理、物流管理、工商管理、市场营销（国家级一流本科专业）、会计学、财务管理、人力资源管理专业）,648,217,文科,本科批
武汉大学,遥感科学与技术（国家级一流本科专业）（含遥感科学与技术、地理国情监测、空间信息与数字技术，色弱、色盲及肢体残疾不宜报考）,675,1694,理科,本科批
武汉大学,测绘类（卓越工程师教育培养计划）（含测绘工程（国家级一流本科专业）、导航工程专业；色弱、色盲及肢体残疾不宜报考）,673,1958,理科,本科批
武汉大学,工科试验班（一流学科群，卓越工程师教育培养计划）（含自动化、机械设计制造及其自动化（国家级一流本科专业）、材料成型及控制工程、金属材料工程、能源与动力工程、能源化学工程、核工程与核技术、工程力学、农业水利工程、水文与水资源工程、港口航道与海岸工程、给排水科学与工程、水利水电工程（国家级一流本科专业）、土木工程（国家级一流本科专业）、电气工程及其自动化（国家级一流本科专业）专业；色弱、色盲不宜报考电气工程及其自动化专业）,670,2384,理科,本科批
武汉大学,法学（卓越法治人才教育培养计划）（国家级一流本科专业）,652,150,文科,本科批
武汉大学,外国语言文学类（含英语、法语（国家级一流本科专业）、德语、日语、西班牙语、俄语、翻译专业；口吃不宜报考）,648,217,文科,本科批
武汉大学,测绘类（卓越工程师教育培养计划）,663,3633,理科,本科提前批
武汉大学,外国语言文学类,629,881,文科,本科提前批
武汉大学,理科试验班（资源与环境类）,666,3076,理科,本科提前批
武汉大学,公共管理类,624,1133,文科,本科提前批
武汉大学,工科试验班（一流学科群，卓越工程师教育,666,3076,理科,本科提前批
厦门大学,物理学类（含物理学、天文学专业）,664,3435,理科,本科批
厦门大学,法学类（含法学专业）,640,405,文科,本科批
厦门大学,工商管理类（含人力资源管理、工商管理、市场营销、旅游管理、酒店管理专业）,642,362,文科,本科批
厦门大学,公共管理类（含政治学与行政学、行政管理专业）,638,460,文科,本科批
厦门大学,海洋科学类（含海洋科学、海洋技术专业）,663,3633,理科,本科批
厦门大学,生物科学类（含生物科学、生物技术专业）,664,3435,理科,本科批
厦门大学,计算机类（含计算机科学与技术、网络空间安全、人工智能、通信工程专业）,666,3076,理科,本科批
厦门大学,土木类（含土木工程、工程管理专业）,663,3633,理科,本科批
厦门大学,工科试验班（含机械设计制造及其自动化、测控技术与仪器、电气工程及其自动化、自动化、飞行器设计与工程、飞行器动力工程专业；学生入学后专业分流前学费5460元/学年；专业分流后到飞行器动力工程、飞行器设计与工程专业学费6760元/学年，分流到其他专业学费5460元/学年）,664,3435,理科,本科批
厦门大学,化学工程与工艺（含化学工程与工艺、生物工程专业）,664,3435,理科,本科批
厦门大学,数学类（含数学与应用数学、统计学、信息与计算科学专业）,666,3076,理科,本科批
厦门大学,社会学类（含社会工作、社会学、人类学专业）,637,507,文科,本科批
厦门大学,经济学类（含金融学、金融工程、保险学、财政学、税收学、国际经济与贸易、国际商务、经济学、经济统计学专业）,668,2704,理科,本科批
厦门大学,环境科学与工程类（含环境科学、生态学、环境生态工程专业）,663,3633,理科,本科批
厦门大学,材料类（含材料科学与工程专业）,663,3633,理科,本科批
厦门大学,化学类（含化学、能源化学、化学生物学专业）,666,3076,理科,本科批
厦门大学,数据科学与大数据技术,668,2704,理科,本科批
厦门大学,经济学类（含金融学、金融工程、保险学、财政学、税收学、国际经济与贸易、国际商务、经济学、经济统计学专业）,637,507,文科,本科批
厦门大学,会计学（含会计、财务）（含会计学、财务管理专业）,641,383,文科,本科批
厦门大学,统计学类（含统计学专业；招收的考生全部进入统计学国际化专业建设计划，专业课程采用全英文授课）,668,2704,理科,本科批
厦门大学,会计学,628,926,文科,本科提前批
厦门大学,材料类,659,4522,理科,本科提前批
厦门大学,国际商务（厦门大学马来西亚分校招生专业）,587,40563,理科,本科提前批
厦门大学,数学与应用数学（厦门大学马来西亚分校招,613,23347,理科,本科提前批
厦门大学,公共管理类,625,1088,文科,本科提前批
厦门大学,金融学（厦门大学马来西亚分校招生专业）,610,2336,文科,本科提前批
厦门大学,海洋科学（厦门大学马来西亚分校招生专业）,582,44275,理科,本科提前批
厦门大学,化学工程与工艺（厦门大学马来西亚分校招,575,49746,理科,本科提前批
厦门大学,新闻学（厦门大学马来西亚分校招生专业）,606,2830,文科,本科提前批
厦门大学,海洋技术（厦门大学马来西亚分校招生专业）,566,57090,理科,本科提前批
厦门大学,新闻学（厦门大学马来西亚分校招生专业）,608,26325,理科,本科提前批
厦门大学,金融学（厦门大学马来西亚分校招生专业）,601,30764,理科,本科提前批
厦门大学,会计学（厦门大学马来西亚分校招生专业）,596,34128,理科,本科提前批
厦门大学,数字媒体技术（厦门大学马来西亚分校招生,582,44275,理科,本科提前批
厦门大学,新能源科学与工程（厦门大学马来西亚分校,577,48153,理科,本科提前批
厦门大学,生物科学类,657,5030,理科,本科提前批
厦门大学,广告学（厦门大学马来西亚分校招生专业）,581,45020,理科,本科提前批
厦门大学,药学,654,5838,理科,本科提前批
厦门大学,英语（厦门大学马来西亚分校招生专业）,601,3513,文科,本科提前批
厦门大学,软件工程（厦门大学马来西亚分校招生专业）,586,41321,理科,本科提前批
北京师范大学,化学,675,1694,理科,本科批
北京师范大学,心理学,680,1113,理科,本科批
北京师范大学,汉语言文学,650,185,文科,本科批
北京师范大学,历史学,647,237,文科,本科批
北京师范大学,数学与应用数学,678,1326,理科,本科批
北京师范大学,生物科学类（含生物科学、生物技术、生态学专业）,674,1811,理科,本科批
北京师范大学,人文科学试验班（含哲学、汉语言文学、历史学专业）,651,166,文科,本科批
北京师范大学,社会学,647,237,文科,本科批
北京师范大学,地理科学类（基地班）（含自然地理与资源环境、人文地理与城乡规划、地理信息科学专业）,676,1574,理科,本科批
北京师范大学,教育学类（国家试点学院）（含教育学、教育技术学、学前教育、特殊教育专业）,681,1024,理科,本科批
北京师范大学,英语（只招英语语种考生）,677,1437,理科,本科批
北京师范大学,传播学（网络新媒体方向）,649,200,文科,本科批
北京师范大学,政治学、经济学与哲学,650,185,文科,本科批
北京师范大学,计算机科学与技术,677,1437,理科,本科批
北京师范大学,法学（瀚德实验班2班）（仅招有专业志愿者，多数专业课程全英文授课，入校后第二外语为葡萄牙语）,648,217,文科,本科批
北京师范大学,教育学类（国家试点学院）（含教育学、教育技术学、学前教育、特殊教育专业）,652,150,文科,本科批
北京师范大学,理科试验班（含数学与应用数学、物理学、化学、生物科学专业）,685,707,理科,本科批
北京师范大学,国际经济与贸易（瀚德实验班1班）（仅招有专业志愿者，多数专业课程全英文授课，入校后第二外语为法语）,674,1811,理科,本科批
北京师范大学,物理学（基地班）,675,1694,理科,本科批
北京师范大学,统计学,681,1024,理科,本科批
北京师范大学,数学与应用数学,665,3258,理科,本科提前批
北京师范大学,英语,628,926,文科,本科提前批
北京师范大学,环境科学与工程类,661,4051,理科,本科提前批
北京师范大学,物理学（基地班）,669,2531,理科,本科提前批
北京师范大学,教育学类（国家试点学院）,630,825,文科,本科提前批
北京师范大学,金融学,666,3076,理科,本科提前批
吉林大学,朝鲜语,624,1133,文科,本科批
吉林大学,哲学,625,1088,文科,本科批
吉林大学,车辆工程,653,6125,理科,本科批
吉林大学,法学,655,5561,理科,本科批
吉林大学,法学,630,825,文科,本科批
吉林大学,汉语言文学,626,1027,文科,本科批
吉林大学,口腔医学（5+3一体化）,653,6125,理科,本科批
吉林大学,管理科学与工程类（含信息管理与信息系统、工程管理、物流管理、大数据管理与应用）,648,7686,理科,本科批
吉林大学,生物工程类（含生物工程、生物制药、药物制剂）,648,7686,理科,本科批
吉林大学,经济学类（含经济学、财政学、金融学、国际经济与贸易）,653,6125,理科,本科批
吉林大学,交通运输类（含交通运输、交通工程、汽车服务工程、道路桥梁与渡河工程、物流工程）,648,7686,理科,本科批
吉林大学,材料类（含材料科学与工程、无机非金属材料工程、材料成型及控制工程）,649,7343,理科,本科批
吉林大学,水利类（含水文与水资源工程、地下水科学与工程）,649,7343,理科,本科批
吉林大学,社会学类（含社会学、社会工作、劳动与社会保障）,625,1088,文科,本科批
吉林大学,人工智能,655,5561,理科,本科批
吉林大学,生物科学类（含生物科学、生物技术）,651,6724,理科,本科批
吉林大学,新闻传播学类（含新闻学、广告学）,625,1088,文科,本科批
吉林大学,通信工程（含通信工程、信息工程、空间信息与数字技术）,651,6724,理科,本科批
吉林大学,化学类（含化学、应用化学、材料化学、高分子材料与工程、化学工程与工艺）,652,6430,理科,本科批
吉林大学,临床医学（5+3一体化）（二院）,659,4522,理科,本科批
吉林大学,动物医学,630,14623,理科,本科提前批
吉林大学,食品科学与工程类,635,12472,理科,本科提前批
吉林大学,理科试验班（唐敖庆班）（专业志愿）,662,3821,理科,本科提前批
吉林大学,经济学类（经济学院）,620,1396,文科,本科提前批
吉林大学,管理科学与工程类（管理学院）,638,11231,理科,本科提前批
吉林大学,农业机械化及其自动化,637,11658,理科,本科提前批
四川大学,核工程与核技术,659,4522,理科,本科批
四川大学,药学,657,5030,理科,本科批
四川大学,哲学,659,4522,理科,本科批
四川大学,土木工程,658,4750,理科,本科批
四川大学,高分子材料与工程,659,4522,理科,本科批
四川大学,电子信息类（含电子信息工程、光电信息科学与工程、通信工程专业）,661,4051,理科,本科批
四川大学,材料类（含新能源材料与器件、材料科学与工程专业）,658,4750,理科,本科批
四川大学,自动化,660,4291,理科,本科批
四川大学,计算机类（含计算机科学与技术、物联网工程、人工智能专业）,664,3435,理科,本科批
四川大学,会计学（ACCA）（1、除正常学费及住宿费以外，需另交ACCA专项培训费7600元/人/年（不包括ACCA注册费、全球统一考试费、教材费、ACCA年费等）；2、该专业学习对外语和数学要求较高；3、不进行调剂录取）,634,635,文科,本科批
四川大学,生物科学类（含生物科学、生态学专业）,660,4291,理科,本科批
四川大学,化学类（含化学、应用化学、化学（基地班）专业）,659,4522,理科,本科批
四川大学,信息资源管理,630,825,文科,本科批
四川大学,公共管理类（含行政管理、劳动与社会保障、土地资源管理专业）,658,4750,理科,本科批
四川大学,日语（只招英语，日语语种考生）,631,775,文科,本科批
四川大学,马克思主义理论,632,730,文科,本科批
四川大学,工商管理类（含市场营销、财务管理、人力资源管理专业）,661,4051,理科,本科批
四川大学,工科试验班（绿色化工与生物医药）（含化学工程与工艺、制药工程、生物工程专业）,657,5030,理科,本科批
四川大学,卫生检验与检疫,658,4750,理科,本科批
四川大学,网络空间安全,663,3633,理科,本科批
四川大学,土木工程,649,7343,理科,本科提前批
四川大学,工科试验班（绿色化工与生物医药）,651,6724,理科,本科提前批
四川大学,工科试验班（生物质加工利用工程）,650,7007,理科,本科提前批
四川大学,历史学类,621,1336,文科,本科提前批
四川大学,法学,622,1268,文科,本科提前批
湖南大学,国际经济与贸易,629,881,文科,本科批
湖南大学,自动化,652,6430,理科,本科批
湖南大学,材料科学与工程,651,6724,理科,本科批
湖南大学,国际经济与贸易,653,6125,理科,本科批
湖南大学,通信工程,653,6125,理科,本科批
湖南大学,英语（只招英语语种考生）,629,881,文科,本科批
湖南大学,工商管理（可分流至工商管理、市场营销、财务管理（金融工程））,629,881,文科,本科批
湖南大学,化学工程与工艺,651,6724,理科,本科批
湖南大学,工商管理（可分流至工商管理、市场营销、财务管理（金融工程））,653,6125,理科,本科批
湖南大学,生物技术,651,6724,理科,本科批
湖南大学,统计学类（含统计学、经济统计学专业；可分流至统计学、经济统计学）,651,6724,理科,本科批
湖南大学,经济学类（含经济学、财政学专业；可分流至经济学、财政学）,655,5561,理科,本科批
湖南大学,人文科学试验班（含汉语言文学、历史学专业；可分流至历史学、汉语言文学专业）,628,926,文科,本科批
湖南大学,化学类（含化学、应用化学专业；可分流至化学、应用化学）,653,6125,理科,本科批
湖南大学,行政管理,651,6724,理科,本科批
湖南大学,机械类（含机械设计制造及其自动化、车辆工程、工业工程、工程力学专业；工程力学（力学实验班）、机械设计制造及其自动化（智能制造实验班）、车辆工程（智能网联汽车实验班））,652,6430,理科,本科批
湖南大学,电子商务（可分流至电子商务、信息管理与信息系统）,651,6724,理科,本科批
湖南大学,土木类（含土木工程、工程管理专业；可分流至土木工程、工程管理）,651,6724,理科,本科批
湖南大学,环境科学与工程类（含环境工程、环境科学专业；可分流至环境科学、环境工程）,650,7007,理科,本科批
湖南大学,电子信息工程,654,5838,理科,本科批
