院校,专业,专业详情,年份,最低分,位次,科目,批次
天津大学,材料科学与工程,,2017,639,2913,理科,本科一批
天津大学,建筑学,,2018,676,1471,理科,本科一批
天津大学,电气工程及其自动化,,2018,672,1919,理科,本科一批
天津大学,通信工程,,2018,668,2438,理科,本科一批
天津大学,城乡规划,,2018,674,1685,理科,本科一批
天津大学,人文科学试验班,,2018,661,572,文科,本科一批
天津大学,理科试验班,,2018,664,3034,理科,本科一批
天津大学,数学类,,2018,666,2733,理科,本科一批
天津大学,风景园林,,2018,673,1803,理科,本科一批
天津大学,工业设计,,2018,666,2733,理科,本科一批
天津大学,物联网工程,,2018,670,2168,理科,本科一批
天津大学,自动化,,2018,665,2883,理科,本科一批
天津大学,智能医学工程,,2018,673,1803,理科,本科一批
天津大学,经济管理试验班,,2018,669,2310,理科,本科一批
天津大学,工科试验班,,2018,670,2168,理科,本科一批
天津大学,光电信息科学与工程,,2018,673,1803,理科,本科一批
天津大学,临床医学,,2019,652,2260,理科,本科一批
天津大学,智能医学工程,,2019,653,2144,理科,本科一批
天津大学,工科试验班,（电子科学技术类）（含电子科学与技术（固体电子与微电子）、集成电路设计与集成与系统专业）,2019,650,2531,理科,本科一批
天津大学,数学类,,2019,649,2680,理科,本科一批
天津大学,工科试验班,（精仪与光电信息类）（含测控技术与仪器、光电信息料学与工程、电子科学与技术（光电子技术）、生物医学工程专业）,2019,650,2531,理科,本科一批
天津大学,光电信息科学与工程,（联合办学）,2019,655,1925,理科,本科一批
天津大学,工科试验班,（智能与计算类）,2019,654,2032,理科,本科一批
天津大学,经济管理试验班,,2019,649,2680,理科,本科一批
天津大学,分子科学与工程,,2019,652,2260,理科,本科一批
天津大学,工科试验班,（机械、航空与能源动力）,2019,649,2680,理科,本科一批
天津大学,建筑类,,2019,659,1529,理科,本科一批
天津大学,人文科学试验班,,2019,641,625,文科,本科一批
天津大学,工科试验班,（电气信息类）,2019,651,2378,理科,本科一批
天津大学,工业设计,,2019,649,2680,理科,本科一批
华中科技大学,电气工程及其自动化,,2020,679,1215,理科,本科批
华中科技大学,自动化,（自动化卓越计划实验班）,2020,677,1437,理科,本科批
华中科技大学,电气工程及其自动化,（启明本硕博实验班）,2020,680,1113,理科,本科批
华中科技大学,土木类,（智能化建造试验班，具体专业详见招生简章）（含智能建造专业）,2020,667,2883,理科,本科批
华中科技大学,建筑类,（智慧建筑规划试验班，包含专业见招生简章）（含建筑学专业）,2020,668,2704,理科,本科批
华中科技大学,环境科学与工程类,（智慧环境试验班，具体专业详见招生简章）（含环境工程专业）,2020,666,3076,理科,本科批
华中科技大学,工商管理类,（含工商管理（人力资源）、市场营销（数字化营销）、会计学（注册会计师）、财政学（税务）、财务管理专业）,2020,670,2384,理科,本科批
华中科技大学,临床医学,（启明本硕博实验班）,2020,679,1215,理科,本科批
华中科技大学,电子信息工程,（信息类数理提高班）,2020,671,2234,理科,本科批
华中科技大学,计算机类,（网安、软件学院）（含网络空间安全、信息安全、软件工程专业）,2020,676,1574,理科,本科批
华中科技大学,预防医学,（启明本硕博实验班）,2020,671,2234,理科,本科批
华中科技大学,电子信息类,（光电学院（含光电信息科学与工程、集成电路设计与集成系统、电子科学与技术、微电子科学与工程专业））,2020,674,1811,理科,本科批
华中科技大学,数学类,（含数学与应用数学、信息与计算科学、统计学专业）,2020,671,2234,理科,本科批
华中科技大学,物理学类,（含物理学、应用物理学专业）,2020,668,2704,理科,本科批
华中科技大学,药学,（启明本硕博实验班）,2020,668,2704,理科,本科批
华中科技大学,人工智能,（创新实验班）,2020,681,1024,理科,本科批
华中科技大学,建筑类,（智慧建筑规划试验班，包含专业见招生简章）（含建筑学专业）,2020,633,677,文科,本科批
华中科技大学,公共管理类,（含公共事业管理、行政管理、公共事业管理（卫生事业管理）专业）,2020,630,825,文科,本科批
华中科技大学,中国语言文学类,（含汉语言文学、汉语国际教育专业）,2020,633,677,文科,本科批
华中科技大学,电子信息类,（电信学院）（含电子信息工程、通信工程、电磁场与无线技术专业）,2020,676,1574,理科,本科批
华中科技大学,土木类,,2020,659,4522,理科,本科提前批
华中科技大学,化学类,,2020,658,4750,理科,本科提前批
华中科技大学,环境科学与工程类,,2020,655,5561,理科,本科提前批
华中科技大学,船舶与海洋工程,（含智能船舶与海洋开发技,2020,656,5280,理科,本科提前批
华中科技大学,水利水电工程,,2020,656,5280,理科,本科提前批
华中科技大学,物流管理,,2016,,,理科,本科一批
华中科技大学,软件工程,,2016,,,理科,本科一批
华中科技大学,生物技术,,2016,,,理科,本科一批
华中科技大学,环境工程,,2016,,,理科,本科一批
华中科技大学,机械设计制造及其自动化,,2016,,,理科,本科一批
华中科技大学,电气工程及其自动化,,2016,,,理科,本科一批
华中科技大学,自动化,,2016,,,理科,本科一批
华中科技大学,工程力学,,2016,,,理科,本科一批
华中科技大学,新闻学,,2016,,,文科,本科一批
华中科技大学,电子科学与技术,,2016,,,理科,本科一批
华中科技大学,预防医学,,2016,,,理科,本科一批
华中科技大学,药学,,2016,,,理科,本科一批
华中科技大学,临床医学,,2016,,,理科,本科一批
华中科技大学,通信工程,,2016,,,理科,本科一批
华中科技大学,计算机科学与技术,,2016,,,理科,本科一批
华中科技大学,建筑学,,2016,,,理科,本科一批
华中科技大学,社会学,,2016,,,文科,本科一批
华中科技大学,化学,,2016,,,理科,本科一批
华中科技大学,公共事业管理,（卫生事业管理）,2016,,,文科,本科一批
华中科技大学,英语,,2016,,,文科,本科一批
华中科技大学,软件工程,,2017,645,2234,理科,本科一批
华中科技大学,通信工程,,2017,650,1723,理科,本科一批
华中科技大学,临床医学,,2017,656,1274,理科,本科一批
华中科技大学,自动化,,2017,651,1638,理科,本科一批
华中科技大学,电气工程及其自动化,,2017,658,1147,理科,本科一批
华中科技大学,环境工程,,2017,637,3177,理科,本科一批
华中科技大学,经济学,,2017,645,2234,理科,本科一批
华中科技大学,预防医学,,2017,641,2662,理科,本科一批
华中科技大学,物流管理,,2017,643,2441,理科,本科一批
华中科技大学,药学,,2017,636,3332,理科,本科一批
华中科技大学,电子信息工程,,2017,642,2549,理科,本科一批
华中科技大学,医学实验技术,,2017,641,2662,理科,本科一批
华中科技大学,功能材料,,2017,643,2441,理科,本科一批
华中科技大学,集成电路设计与集成系统,,2017,643,2441,理科,本科一批
华中科技大学,测控技术与仪器,,2017,643,2441,理科,本科一批
华中科技大学,水利水电工程,,2017,642,2549,理科,本科一批
华中科技大学,建筑学,,2017,623,770,文科,本科一批
华中科技大学,财务管理,,2017,629,572,文科,本科一批
华中科技大学,建筑环境与能源应用工程,,2017,640,2804,理科,本科一批
华中科技大学,土木类,,2017,638,3040,理科,本科一批
华中科技大学,自动化,,2018,677,1357,理科,本科一批
华中科技大学,经济学,,2018,670,2168,理科,本科一批
华中科技大学,预防医学,,2018,663,3186,理科,本科一批
华中科技大学,公共事业管理,,2018,658,708,文科,本科一批
华中科技大学,药学,,2018,663,3186,理科,本科一批
华中科技大学,软件工程,,2018,672,1919,理科,本科一批
华中科技大学,电气工程及其自动化,,2018,681,1007,理科,本科一批
华中科技大学,集成电路设计与集成系统,,2018,673,1803,理科,本科一批
华中科技大学,中国语言文学类,,2018,656,791,文科,本科一批
华中科技大学,电子信息类,（光电学院）,2018,672,1919,理科,本科一批
华中科技大学,医学影像学,,2018,665,2883,理科,本科一批
华中科技大学,数学类,,2018,672,1919,理科,本科一批
华中科技大学,生物科学类,,2018,664,3034,理科,本科一批
华中科技大学,管理科学与工程类,,2018,664,3034,理科,本科一批
华中科技大学,经济学类,,2018,667,2587,理科,本科一批
华中科技大学,自动化类,,2018,673,1803,理科,本科一批
华中科技大学,计算机类,,2018,679,1170,理科,本科一批
华中科技大学,信息管理与信息系统,,2018,663,3186,理科,本科一批
华中科技大学,传播学,,2018,667,2587,理科,本科一批
华中科技大学,中西医临床医学,,2018,665,2883,理科,本科一批
华中科技大学,电气工程及其自动化,,2019,665,1027,理科,本科一批
华中科技大学,电子信息类,（含光电信息科学与工程、集成电路设计与集成系统、电子科学与技术、微电子科学与工程专业）,2019,656,1840,理科,本科一批
华中科技大学,临床医学,（五年制）,2019,660,1436,理科,本科一批
华中科技大学,化学类,（含化学、应用化学专业）,2019,644,3444,理科,本科一批
华中科技大学,数学类,（含数学与应用数学、信息与计算科学、统计学专业）,2019,653,2144,理科,本科一批
华中科技大学,经济学类,（含经济学（实验班）、经济统计学、国际经济与贸易专业）,2019,649,2680,理科,本科一批
华中科技大学,公共管理类,（含公共事业管理、行政管理专业）,2019,640,658,文科,本科一批
