院校,专业,专业详情,年份,最低分,位次,科目,批次
同济大学,工科试验班,（信息类）,2019,663,1179,理科,本科一批
同济大学,工科试验班,（智能交通与车辆类）（含交通工程、交通运输、物流工程、车辆工程（汽车）、车辆工程专业；分流专业中车辆工程（汽车）为五年制，其余为四年制）,2019,662,1266,理科,本科一批
同济大学,机械类,（中外合作办学）,2019,650,2531,理科,本科一批
同济大学,工科试验班,（建筑城规景观与设计类）,2019,671,681,理科,本科一批
同济大学,工科试验班,（土木与环境类）（含土木工程、智能建造、地质工程、港口航道与海岸工程、环境工程、给排水科学与工程、环境科学、建筑环境与能源应用工程专业）,2019,662,1266,理科,本科一批
同济大学,工科试验班,（智能化制造类）,2019,663,1179,理科,本科一批
同济大学,经济管理试验班,,2019,662,1266,理科,本科一批
同济大学,工科试验班,（智能交通与车辆类）,2019,662,1266,理科,本科一批
哈尔滨工业大学,工科试验班,（智慧人居、智能土木与智能交通（建筑学、城乡规划、风景园林3个专业学制五年。所包含专业，详见招生网站））,2020,672,2080,理科,本科批
哈尔滨工业大学,工科试验班,（航天与自动化）（所包含专业，详见招生网站）,2020,674,1811,理科,本科批
哈尔滨工业大学,工科试验班,（计算机与电子通信）（软件工程专业后两年学费15000元每年。所包含专业，详见招生网站）,2020,674,1811,理科,本科批
哈尔滨工业大学,法学,,2020,624,1133,文科,本科批
哈尔滨工业大学,设计学类,（含环境设计、数字媒体艺术专业）,2020,623,1198,文科,本科批
哈尔滨工业大学,英语,,2020,623,1198,文科,本科批
哈尔滨工业大学,经济管理试验班,（所包含专业，详见招生网站）,2020,625,1088,文科,本科批
哈尔滨工业大学,工科试验班,（智能装备）（所包含专业，详见招生网站）,2020,672,2080,理科,本科批
哈尔滨工业大学,经济学,,2020,625,1088,文科,本科批
哈尔滨工业大学,工科试验班,（英才本硕博连读）（校本部理工专业任选，硕士、博士阶段按学校有关研究生缴费规定执行。所包含专业，详见招生网站）,2020,683,850,理科,本科批
哈尔滨工业大学,社会学,,2020,623,1198,文科,本科批
哈尔滨工业大学,工科试验班,（智慧人居、智能土木与智能交,2020,662,3821,理科,本科提前批
哈尔滨工业大学,光电信息科学与工程,,2020,667,2883,理科,本科提前批
哈尔滨工业大学,经济管理试验班,,2020,662,3821,理科,本科提前批
哈尔滨工业大学,工科试验班,（智能装备）,2020,669,2531,理科,本科提前批
哈尔滨工业大学,焊接技术与工程,,2016,673,1639,理科,本科一批
哈尔滨工业大学,材料科学与工程,,2016,668,2220,理科,本科一批
哈尔滨工业大学,飞行器设计与工程,,2016,681,959,理科,本科一批
哈尔滨工业大学,软件工程,,2016,667,2336,理科,本科一批
哈尔滨工业大学,经济管理试验班,,2016,621,985,文科,本科一批
哈尔滨工业大学,材料成型及控制工程,,2016,664,2691,理科,本科一批
哈尔滨工业大学,机械类,,2016,674,1551,理科,本科一批
哈尔滨工业大学,自动化类,,2016,679,1127,理科,本科一批
哈尔滨工业大学,化学类,,2016,659,3365,理科,本科一批
哈尔滨工业大学,给排水科学与工程,,2016,663,2835,理科,本科一批
哈尔滨工业大学,能源化学工程,（化工与化学学院）,2016,660,3231,理科,本科一批
哈尔滨工业大学,经济学,,2016,,,理科,本科一批
哈尔滨工业大学,环境科学与工程类,,2016,662,2981,理科,本科一批
哈尔滨工业大学,经济学类,,2016,620,1037,文科,本科一批
哈尔滨工业大学,交通运输类,,2016,660,3231,理科,本科一批
哈尔滨工业大学,电子信息类,（航天学院）,2016,674,1551,理科,本科一批
哈尔滨工业大学,英语,,2016,617,1188,文科,本科一批
哈尔滨工业大学,经济管理试验班,,2016,658,3506,理科,本科一批
哈尔滨工业大学,社会学类,,2016,619,1086,文科,本科一批
哈尔滨工业大学,电子信息类,（电子与信息工程学院）,2016,669,2108,理科,本科一批
哈尔滨工业大学,软件工程,,2017,645,2234,理科,本科一批
哈尔滨工业大学,电气工程及其自动化,,2017,644,2334,理科,本科一批
哈尔滨工业大学,焊接技术与工程,,2017,642,2549,理科,本科一批
哈尔滨工业大学,环境工程,,2017,640,2804,理科,本科一批
哈尔滨工业大学,材料科学与工程,,2017,647,2021,理科,本科一批
哈尔滨工业大学,飞行器设计与工程,,2017,655,1331,理科,本科一批
哈尔滨工业大学,化学类,,2017,637,3177,理科,本科一批
哈尔滨工业大学,经济学,,2017,638,3040,理科,本科一批
哈尔滨工业大学,自动化,,2017,648,1921,理科,本科一批
哈尔滨工业大学,环境科学与工程类,,2017,639,2913,理科,本科一批
哈尔滨工业大学,仪器类,,2017,639,2913,理科,本科一批
哈尔滨工业大学,经济管理试验班,,2017,620,892,文科,本科一批
哈尔滨工业大学,数学类,,2017,639,2913,理科,本科一批
哈尔滨工业大学,城乡规划,,2017,642,2549,理科,本科一批
哈尔滨工业大学,材料成型及控制工程,,2017,640,2804,理科,本科一批
哈尔滨工业大学,经济学类,,2017,618,984,文科,本科一批
哈尔滨工业大学,电子信息类,,2017,652,1555,理科,本科一批
哈尔滨工业大学,社会学类,,2017,617,1022,文科,本科一批
哈尔滨工业大学,英语,,2017,615,1119,文科,本科一批
哈尔滨工业大学,自动化类,,2017,651,1638,理科,本科一批
哈尔滨工业大学,焊接技术与工程,,2018,666,2733,理科,本科一批
哈尔滨工业大学,材料科学与工程,,2018,669,2310,理科,本科一批
哈尔滨工业大学,飞行器设计与工程,,2018,675,1580,理科,本科一批
哈尔滨工业大学,软件工程,,2018,671,2029,理科,本科一批
哈尔滨工业大学,电气工程及其自动化,,2018,668,2438,理科,本科一批
哈尔滨工业大学,电子信息类,,2018,673,1803,理科,本科一批
哈尔滨工业大学,英语,,2018,650,1138,文科,本科一批
哈尔滨工业大学,能源动力类,,2018,667,2587,理科,本科一批
哈尔滨工业大学,环境科学与工程类,,2018,675,1580,理科,本科一批
哈尔滨工业大学,经济学类,,2018,651,1075,文科,本科一批
哈尔滨工业大学,生物科学类,,2018,663,3186,理科,本科一批
哈尔滨工业大学,土木类,,2018,664,3034,理科,本科一批
哈尔滨工业大学,化学类,,2018,664,3034,理科,本科一批
哈尔滨工业大学,机械类,,2018,669,2310,理科,本科一批
哈尔滨工业大学,工科试验班,（含工程力学、复合材料与工程）,2018,672,1919,理科,本科一批
哈尔滨工业大学,工科试验班,（信息与通信工程）,2018,668,2438,理科,本科一批
哈尔滨工业大学,给排水科学与工程,,2018,666,2733,理科,本科一批
哈尔滨工业大学,建筑环境与能源应用工程,,2018,664,3034,理科,本科一批
哈尔滨工业大学,设计学类,,2018,650,1138,文科,本科一批
哈尔滨工业大学,经济管理试验班,,2018,652,1023,文科,本科一批
哈尔滨工业大学,工科试验班,（智能装备）（含机械设计制造及其自动化、机械电子工程、飞行器制造工程、工业工程、工业设计、机器人工程、材料科学与工程、材料物理、光电信息科学与工程（系统）、材料成型及控制工程、焊接技术与工程、电子封装技术、能源与动力工程、飞行器动力工程、核工程与核技术、测控技术与仪器、精密仪器专业）,2019,651,2378,理科,本科一批
哈尔滨工业大学,法学,,2019,628,1247,文科,本科一批
哈尔滨工业大学,工科试验班,（智慧人居环境与智能交通）（含土木工程、城市地下空间工程、工程管理、建筑学、城乡规划、风景园林、建筑环境与能源应用工程、数字媒体技术、道路桥梁与渡河工程、交通工程、交通设备与控制工程专业；建筑学、城乡规划、风飞景园林3专业学制五年）,2019,649,2680,理科,本科一批
哈尔滨工业大学,经济管理试验班,（含信息管理与信息系统、大数据管理与应用、计算金融、电子商务、工商管理、市场营销、会计学、财务管理、金融学、国际经济与贸易专业）,2019,650,2531,理科,本科一批
哈尔滨工业大学,英语,,2019,626,1366,文科,本科一批
哈尔滨工业大学,工科试验班,（数学物理与光电科学）（含数学与应用数学、信息与计算科学、统计学、应用物理学、核物理、光电信息科学与工程专业）,2019,653,2144,理科,本科一批
哈尔滨工业大学,工科试验班,（航天与自动化）（含工程力学、复合材料与工程、飞行器设计与工程、飞行器环境与生命保障工程、空间科学与技术、电子科学与技术、光电信息科学与工程（光学工程）、微电子科学与工程、自动化、探测制导与控制技术、电气工程及其自动化、建筑电气与智能化专业）,2019,654,2032,理科,本科一批
哈尔滨工业大学,经济管理试验班,（含信息管理与信息系统、大数据管理与应用、计算金融、电子商务、工商管理、市场营销、会计学、财务管理、金融学、国际经济与贸易专业）,2019,632,1001,文科,本科一批
哈尔滨工业大学,工科试验班,（计算机与电子通信）（含电子信息工程、通信工程、电磁场与无线技术、信息对抗技术、遥感科学与技术、计算机科学与技术、信息安全、生物信息学、物联网工程、软件工程、数据科学与大数据技术、人工智能专业；软件工程专业后两年学费为15000元每年）,2019,656,1840,理科,本科一批
哈尔滨工业大学,工科试验班,（资源环境与新材料化工）（含环境工程、环境科学、给排水科学与工程、化学工程与工艺、能源化学工程、高分子材料与工程、食品科学与工程、应用化学、化学、材料化学专业）,2019,649,2680,理科,本科一批
哈尔滨工业大学,经济学,,2019,630,1105,文科,本科一批
哈尔滨工业大学,设计学类,（含数字媒体艺术、环境设计专业）,2019,626,1366,文科,本科一批
西安交通大学,工科试验班,（钱学森班之智慧能源动力Q）（含能源与动力工程、新能源科学与工程、核工程与核技术、环境工程专业；Q为预资格生，详见招生章程）,2020,681,1024,理科,本科批
西安交通大学,工科试验班,（越杰计划之智慧能源与智能制造类Q）（含能源与动力工程、机械工程、材料科学与工程、工程力学专业；Q为预资格生，详见招生章程）,2020,680,1113,理科,本科批
西安交通大学,外国语言文学类,（含英语、法语、日语专业）,2020,631,775,文科,本科批
西安交通大学,工科试验班,（钱学森班之智能制造Q）（含机械工程、工业设计、车辆工程、测控技术与仪器专业；Q为预资格生，详见招生章程）,2020,679,1215,理科,本科批
西安交通大学,工科试验班,（钱学森班之智能电气Q）（含电气工程及其自动化、测控技术与仪器专业；Q为预资格生，详见招生章程）,2020,684,769,理科,本科批
西安交通大学,工科试验班,（大数据管理）（含大数据管理与应用、工商管理、行政管理、劳动与社会保障、工业工程专业）,2020,677,1437,理科,本科批
西安交通大学,工科试验班,（智慧能源与智能制造类）（含能源与动力工程、新能源科学与工程、飞行器设计与工程、核工程与核技术、环境工程、人居环境科学与技术、化学工程与工艺、材料科学与工程、机械工程、工业设计、过程装备与控制工程、车辆工程、测控技术与仪器、工程力学、飞行器动力工程专业）,2020,676,1574,理科,本科批
西安交通大学,医学试验班,（含口腔医学、临床医学类、基础医学、法医学、药学、临床药学、制药工程、医学专业）,2020,631,14193,理科,本科批
西安交通大学,理科试验班,（物理H）（含物理学专业）,2020,680,1113,理科,本科批
西安交通大学,医学试验班,（侯宗濂班H）（含临床医学类专业）,2020,663,3633,理科,本科批
西安交通大学,会计学,（ACCA）（入学需缴纳相关费用，详见学校相关章程或咨询院校）,2020,676,1574,理科,本科批
西安交通大学,工科试验班,（钱学森班之智能技术与自动化Q）（含信息工程、电子科学与技术、微电子科学与工程、物联网工程、计算机科学与技术、自动化、软件工程专业；Q为预资格生，详见招生章程）,2020,683,850,理科,本科批
西安交通大学,工科试验班,（智能电气与信息类）（含电气工程及其自动化、电子科学与技术、微电子科学与工程、信息工程、自动化、软件工程、计算机科学与技术、物联网工程、生物医学工程、测控技术与仪器专业）,2020,678,1326,理科,本科批
西安交通大学,医学试验班,（5+3一体化）（含临床医学类专业）,2020,657,5030,理科,本科批
西安交通大学,理科试验班,（数学H）（含数学与应用数学专业）,2020,679,1215,理科,本科批
西安交通大学,工科试验班,（越杰计划之智能电气与信息类Q）（含计算机科学与技术、自动化、电气工程及其自动化专业；Q为预资格生，章程）,2020,682,922,理科,本科批
西安交通大学,人工智能,,2020,681,1024,理科,本科批
西安交通大学,医学试验班,,2020,664,3435,理科,本科提前批
西安交通大学,文科试验班类,（马院）,2020,630,825,文科,本科提前批
西安交通大学,工科试验班,（智慧能源与智能制造类）,2020,671,2234,理科,本科提前批
西安交通大学,工科试验班,（智慧人居）,2020,668,2704,理科,本科提前批
西安交通大学,工科试验班,（智慧金融）,2020,670,2384,理科,本科提前批
西安交通大学,工科试验班,（智能电气与信息类）,2020,674,1811,理科,本科提前批
西安交通大学,文科试验班类,,2020,631,775,文科,本科提前批
西安交通大学,理科试验班,,2020,673,1958,理科,本科提前批
西安交通大学,经济学类[分流专业：金融学、金融工程、国际经济与贸易、贸易经济、经济学、统计学、财政学、电子商务],,2016,675,1442,理科,本科一批
西安交通大学,会计学,（ACCA）,2016,,,理科,本科一批
西安交通大学,会计学,（ACCA）[分流专业：（ACCA）],2016,684,777,理科,本科一批
西安交通大学,生物医学工程类,,2016,,,理科,本科一批
西安交通大学,外国语言文学类,（文史）[分流专业：英语、法语、日语、英语（英法/英德/英俄）],2016,624,863,文科,本科一批
西安交通大学,航空航天类,,2016,,,理科,本科一批
西安交通大学,电气类,（国家专项理）[分流专业：电气工程及其自动化、测控技术与仪器（电类）],2016,673,1639,理科,本科一批
西安交通大学,自动化类[分流专业：自动化],,2016,681,959,理科,本科一批
西安交通大学,电气类,（国防生，男）[分流专业：电气工程及其自动化、测控技术与仪器（电类）],2016,682,900,理科,本科一批
西安交通大学,核工程类,,2016,,,理科,本科一批
西安交通大学,理科试验班,（计算机）[分流专业：计算机科学与技术（试验班）],2016,682,900,理科,本科一批
西安交通大学,能源动力类,（国家专项理）[分流专业：能源与动力工程、新能源科学与工程],2016,665,2571,理科,本科一批
西安交通大学,生物医学工程类[分流专业：生物医学工程、生物工程],,2016,675,1442,理科,本科一批
西安交通大学,文科试验班类,（人文社会科学）,2016,,,文科,本科一批
西安交通大学,计算机类[分流专业：计算机科学与技术、物联网工程],,2016,678,1199,理科,本科一批
西安交通大学,理科试验班,,2016,,,理科,本科一批
西安交通大学,化工与制药类,（能源化工装备）[分流专业：过程装备与控制工程、化学工程与工艺],2016,675,1442,理科,本科一批
西安交通大学,工科试验班,（钱学森班）,2016,686,667,理科,本科一批
西安交通大学,电子信息类,（国家专项理）[分流专业：电子科学与技术、微电子科学与技术、信息工程],2016,667,2336,理科,本科一批
西安交通大学,药学类,（国家专项理）[分流专业：药学、制药工程],2016,663,2835,理科,本科一批
西安交通大学,医学试验班,,2017,657,1218,理科,本科一批
西安交通大学,生物医学工程类,,2017,657,1218,理科,本科一批
西安交通大学,电子信息类,,2017,650,1723,理科,本科一批
西安交通大学,计算机类,,2017,655,1331,理科,本科一批
西安交通大学,电气类,,2017,661,961,理科,本科一批
西安交通大学,理科试验班,,2017,660,1031,理科,本科一批
西安交通大学,数学类,,2017,657,1218,理科,本科一批
西安交通大学,会计学,,2017,652,1555,理科,本科一批
西安交通大学,工科试验班,,2017,667,646,理科,本科一批
西安交通大学,软件工程,,2017,660,1031,理科,本科一批
西安交通大学,外国语言文学类,,2017,622,811,文科,本科一批
西安交通大学,自动化类,,2017,658,1147,理科,本科一批
西安交通大学,工科试验班,,2018,687,607,理科,本科一批
西安交通大学,经济学类,,2018,675,1580,理科,本科一批
西安交通大学,会计学,,2018,679,1170,理科,本科一批
西安交通大学,理科试验班,,2018,675,1580,理科,本科一批
西安交通大学,外国语言文学类,,2018,657,749,文科,本科一批
西安交通大学,会计学,（ACCA）（入学需一次性缴纳3.9万的培训费，资料费等费用）,2019,659,1529,理科,本科一批
西安交通大学,理科试验班,（物理H）（含物理学专业）,2019,665,1027,理科,本科一批
西安交通大学,工科试验班,（钱学森班H）（含材料科学与工程、飞行器设计与工程、工程力学、化学工程与工艺、过程装备与控制工程、机械工程、工业设计、车辆工程、测控技术与仪器、核工程与核技术、环境工程、能源与动力工程、新能源科学与工程、建筑学、人居环境科学与技术、电气工程及其自动化、信息工程、电子科学与技术、微电子科学与工程、物联网工程、计算机科学与技术、自动化、软件工程、生物医学工程专业）,2019,672,634,理科,本科一批
西安交通大学,工科试验班,（管工贯通）（含行政管理、劳动与社会保障、工业工程、大数据管理与应用、工商管理专业）,2019,659,1529,理科,本科一批
西安交通大学,经济学类,（含经济学、财政学、金融学、金融工程、国际经济与贸易、贸易经济、经济统计学、电子商务专业）,2019,658,1626,理科,本科一批
西安交通大学,人工智能,,2019,670,729,理科,本科一批
西安交通大学,工科试验班,（机类）（含人居环境科学与技术、新能源科学与工程、能源与动力工程、环境工程、核工程与核技术、测控技术与仪器、工业设计、车辆工程、机械工程、过程装备与控制工程、化学工程与工艺、工程力学、飞行器设计与工程、材料科学与工程专业）,2019,659,1529,理科,本科一批
西安交通大学,工科试验班,（电类）（含电气工程及其自动化、测控技术与仪器、信息工程、电子科学与技术、微电子科学与工程、物联网工程、计算机科学与技术自动化、软件工程、生物医学工程专业）,2019,661,1355,理科,本科一批
北京航空航天大学,工科试验班类,（信息类）（含电子信息工程、通信工程、电子科学与技术、集成电路设计与集成系统、光电信息科学与工程、电磁场与无线技术、交通运输、自动化、电气工程及其自动化、机器人工程、计算机科学与技术、测控技术与仪器、探测制导与控制技术、遥感科学与技术、软件工程、信息对抗技术、信息安全、人工智能、微电子科学与工程专业）,2020,688,537,理科,本科批
北京航空航天大学,工科试验班类,（国际通用工程学院）（含机械工程、航空航天工程专业）,2020,687,592,理科,本科批
北京航空航天大学,工科试验班类,（医工交叉试验班（含生物医学工程专业））,2020,688,537,理科,本科批
北京航空航天大学,理科试验班类,（高等理工学院）（含数学与应用数学、信息与计算科学、应用物理学、工程力学、机械工程、生物医学工程、材料科学与工程、纳米材料与技术、自动化、电气工程及其自动化、飞行器动力工程、能源与动力工程、飞行器设计与工程、飞行器环境与生命保障工程、材料成型及控制工程、飞行器制造工程、微机电系统工程、工业设计、车辆工程、交通运输、飞行器适航技术、土木工程、飞行器质量与可靠性、安全工程、探测制导与控制技术、飞行器控制与信息工程、无人驾驶航空器系统工程、光电信息科学与工程、测控技术与仪器、遥感科学与技术、电子信息,2020,690,418,理科,本科批
北京航空航天大学,工科试验班类,（航空H航天类）（含材料科学与工程、纳米材料与技术、飞行器动力工程、能源与动力工程、飞行器设计与工程、飞行器环境与生命保障工程、工程力学、机械工程、材料成型及控制工程、飞行器制造工程、微机电系统工工业设计、机器人工程、车辆工程、交通运输、飞行器适航技术、土木工程、飞行器质量与可靠性全工程、飞行器控制与信息工程、驶航空器系统工程、智能制造工程专业）,2020,686,652,理科,本科批
北京航空航天大学,理科试验班类,（中法工程师学院）（含信息与计算科学、数学与应用数学、应用物理学、工程力学专业）,2020,687,592,理科,本科批
北京航空航天大学,飞行技术,,2016,,,理科,本科提前批
北京航空航天大学,工科试验班类,（航空H航天类）,2020,678,1326,理科,本科提前批
北京航空航天大学,社会科学试验班,（知行书院）（单列专业）,2020,637,507,文科,本科提前批
北京航空航天大学,理科试验班类,,2020,675,1694,理科,本科提前批
北京航空航天大学,软件工程,,2016,,,理科,本科一批
北京航空航天大学,飞行器设计与工程,,2016,,,理科,本科一批
北京航空航天大学,计算机科学与技术,,2016,,,理科,本科一批
北京航空航天大学,化学类,,2016,,,理科,本科一批
北京航空航天大学,工业设计,,2016,,,理科,本科一批
北京航空航天大学,电气类,,2016,,,理科,本科一批
北京航空航天大学,环境科学与工程类,,2016,,,理科,本科一批
北京航空航天大学,工科试验班类,（冯如书院）,2016,,,理科,本科一批
北京航空航天大学,电子信息类,,2016,,,理科,本科一批
北京航空航天大学,仪器类,,2016,,,理科,本科一批
北京航空航天大学,理科试验班类,（高等工程学院）,2016,,,理科,本科一批
北京航空航天大学,社会科学试验班,,2016,,,文科,本科一批
北京航空航天大学,飞行器动力工程,（国家试点学院）,2016,,,理科,本科一批
北京航空航天大学,机械工程,,2016,,,理科,本科一批
北京航空航天大学,飞行器质量与可靠性,,2016,,,理科,本科一批
北京航空航天大学,自动化类,,2016,,,理科,本科一批
北京航空航天大学,物理学类,,2016,,,理科,本科一批
北京航空航天大学,管理科学与工程类,,2016,,,理科,本科一批
北京航空航天大学,生物医学工程类,,2016,,,理科,本科一批
北京航空航天大学,社会科学试验班,,2016,,,理科,本科一批
北京航空航天大学,工科试验班类,,2017,669,562,理科,本科一批
北京航空航天大学,理科试验班类,,2017,669,562,理科,本科一批
北京航空航天大学,社会科学试验班,,2017,631,520,文科,本科一批
北京航空航天大学,社会科学试验班,,2017,673,411,理科,本科一批
北京航空航天大学,工科试验班类,（航空H航天类）,2018,686,657,理科,本科一批
北京航空航天大学,工科试验班类,（信息类）,2018,688,541,理科,本科一批
北京航空航天大学,工科试验班类,（国际通用工程学院）,2018,687,607,理科,本科一批
北京航空航天大学,理科试验班类,（高等理工学院）,2018,691,401,理科,本科一批
北京航空航天大学,社会科学试验班,,2018,664,464,文科,本科一批
北京航空航天大学,理科试验班类,（中法工程师学院）,2018,687,607,理科,本科一批
北京航空航天大学,理科试验班类,,2018,686,657,理科,本科一批
北京航空航天大学,工科试验班类,（医工交叉试验班）,2018,686,657,理科,本科一批
北京航空航天大学,工科试验班类,（医工交叉试验班）（含生物医学工程类专业）,2019,673,588,理科,本科一批
北京航空航天大学,理科试验班类,（中法工程师学院）（含信息与计算科学、数学与应用数学、应用物理学、工程力学专业）,2019,675,504,理科,本科一批
北京航空航天大学,工科试验班类,（国际通用工程学院）（含机械工程、航空航天工程专业）,2019,675,504,理科,本科一批
北京航空航天大学,理科试验班类,（高等理工学院）（含机器人工程、人工智能、数学与应用数学、信息与计算科学、应用物理学、工程力学、航空航天工程、机械工程、生物医学工程、材料科学与工程、纳米材料与技术、自动化、电气工程及其自动化、飞行器动力工程、能源与动力工程、飞行器设计与工程、飞行器环境与生命保障工程、材料成型及控制工程、飞行器制造工程、微机电系统工程、工业设计、车辆工程、交通运输、飞行器适航技术、土木工程、飞行器质量与可靠性、安全工程、探测制导与控制技术、飞行器控制与信息工程、无人驾驶航空器系统工程、光电信息科学与工程、测控,2019,678,391,理科,本科一批
北京航空航天大学,工科试验班类,（信息类）（含人工智能、计算机科学与技术、信息安全、信息对抗技术、电子信息工程、通信工程、电子科学与技术、集成电路设计与集成系统、光电信息科学与工程、电磁场与无线技术、交通运输、软件工程、自动化、电气工程及其自动化、机器人工程、微电子科学与工程专业）,2019,676,464,理科,本科一批
北京航空航天大学,工科试验班类,（航空H航天类）（含机器人工程、光电信息科学与工程、材料科学与工程、纳米材料与技术、飞行器动力工程、能源与动力工程、飞行器设计与工程、飞行器环境与生命保障工程、工程力学、机械工程、材料成型及控制工程、飞行器制造工程、微机电系统工程、工业设计、生物医学工程、车辆工程、交通运输、飞行器适航技术、土木工程、飞行器质量与可靠性、安全工程、探测制导与控制技术、飞行器控制与信息工程、无人驾驶航空器系统工程、测控技术与仪器、遥感科学与技术专业）,2019,673,588,理科,本科一批
北京航空航天大学,社会科学试验班,（含经济学、行政管理、英语、翻译、德语、法学专业）,2019,646,450,文科,本科一批
天津大学,经济管理试验班,（含工程管理、金融学、工商管理、财务管理、信息管理与信息系统、保密管理、工业工程、物流工程（智慧供应链与运营管理）、电子商务专业）,2020,669,2531,理科,本科批
天津大学,工科试验班,（精仪与光电信息类）（含测控技术与仪器、电子科学与技术（光电子技术）、智能感知工程、光电信息科学与工程专业）,2020,670,2384,理科,本科批
天津大学,工科试验班,（智能与计算类）（含软件工程、计算机科学与技术、人工智能、网络空间安全专业；软件工程专业前2年收费标准为5800元/年，后2年收费标准为14000元/年，其余包含专业收费标准均为5800元/年）,2020,673,1958,理科,本科批
天津大学,工科试验班,（电气信息类）（含智能电网信息工程、电气工程及其自动化、自动化、通信工程、电子信息工程、物联网工程专业）,2020,670,2384,理科,本科批
天津大学,医学技术类,（新医科试验班）（含智能医学工程、临床医学、药学、生物医学工程专业；其中临床医学为5年制专业）,2020,669,2531,理科,本科批
天津大学,分子科学与工程,（天南大合办）,2020,670,2384,理科,本科批
天津大学,人文科学试验班,（含汉语言文学、英语、法学、教育学、马克思主义理论、金融学、工商管理、财务管理、建筑学、城乡规划专业）,2020,634,635,文科,本科批
天津大学,工科试验班,（电子科学技术类）（含电子科学与技术（微电子）、集成电路设计与集成系统专业）,2020,670,2384,理科,本科批
天津大学,数学类,（含数学与应用数学、数据科学与大数据技术、金融数学专业）,2020,671,2234,理科,本科批
天津大学,建筑类,（含建筑学、城乡规划、风景园林专业）,2020,674,1811,理科,本科批
天津大学,应用化学,,2019,642,3783,理科,本科提前批
天津大学,工科试验班,（环境与能源工程类）,2019,643,3612,理科,本科提前批
天津大学,工科试验班,（化工能源与生命医药类）,2019,643,3612,理科,本科提前批
天津大学,理科试验班,（药学国际班）,2019,642,3783,理科,本科提前批
天津大学,工科试验班,（土木、水利、海洋与船舶工程类）,2019,643,3612,理科,本科提前批
天津大学,工科试验班,（海洋类）,2019,642,3783,理科,本科提前批
天津大学,过程装备与控制工程,,2019,643,3612,理科,本科提前批
天津大学,工科试验班,（新材料与加工技术类）,2019,642,3783,理科,本科提前批
天津大学,理科试验班,（生命科学类）,2019,642,3783,理科,本科提前批
天津大学,理科试验班,,2019,644,3444,理科,本科提前批
天津大学,理科试验班,（生命科学类）,2020,663,3633,理科,本科提前批
天津大学,工科试验班,（新材料与加工技术类）,2020,662,3821,理科,本科提前批
天津大学,工科试验班,（化工能源与生命医药类）,2020,663,3633,理科,本科提前批
天津大学,理科试验班,（理化）,2020,663,3633,理科,本科提前批
天津大学,工科试验班,（环境与能源工程类）,2020,662,3821,理科,本科提前批
天津大学,工科试验班,（海洋类）,2020,662,3821,理科,本科提前批
天津大学,经济管理试验班,,2020,665,3258,理科,本科提前批
天津大学,工科试验班,（智能制造与建造）（其他备注及方向整理中）,2020,664,3435,理科,本科提前批
天津大学,理科试验班,（地理学类）,2020,662,3821,理科,本科提前批
天津大学,工科试验班,（电气信息类）,2020,664,3435,理科,本科提前批
天津大学,工科试验班,（高新舰船与海洋装备智能设计,2020,663,3633,理科,本科提前批
天津大学,土木工程,,2016,666,2439,理科,本科一批
天津大学,机械设计制造及其自动化,,2016,669,2108,理科,本科一批
天津大学,水利水电工程,,2016,669,2108,理科,本科一批
天津大学,测控技术与仪器,,2016,672,1747,理科,本科一批
天津大学,软件工程,,2016,666,2439,理科,本科一批
天津大学,生物医学工程,,2016,666,2439,理科,本科一批
天津大学,港口航道与海岸工程,,2016,667,2336,理科,本科一批
天津大学,通信工程,,2016,670,1994,理科,本科一批
天津大学,化学工程与工艺,,2016,666,2439,理科,本科一批
天津大学,电子信息工程,,2016,669,2108,理科,本科一批
天津大学,环境工程,,2016,664,2691,理科,本科一批
天津大学,工程管理,,2016,671,1874,理科,本科一批
天津大学,制药工程,,2016,663,2835,理科,本科一批
天津大学,工程力学,,2016,668,2220,理科,本科一批
天津大学,数学与应用数学,,2016,670,1994,理科,本科一批
天津大学,材料成型及控制工程,,2016,663,2835,理科,本科一批
天津大学,电气工程及其自动化,,2016,674,1551,理科,本科一批
天津大学,材料科学与工程,,2016,666,2439,理科,本科一批
天津大学,法学,,2016,662,2981,理科,本科一批
天津大学,应用物理学,,2016,665,2571,理科,本科一批
天津大学,工程管理,,2017,649,1829,理科,本科一批
天津大学,港口航道与海岸工程,,2017,636,3332,理科,本科一批
天津大学,电气工程及其自动化,,2017,651,1638,理科,本科一批
天津大学,电子信息工程,,2017,647,2021,理科,本科一批
天津大学,工商管理,,2017,652,1555,理科,本科一批
天津大学,工程力学,,2017,640,2804,理科,本科一批
天津大学,环境工程,,2017,641,2662,理科,本科一批
天津大学,应用化学,,2017,639,2913,理科,本科一批
天津大学,生物医学工程,,2017,638,3040,理科,本科一批
天津大学,软件工程,,2017,644,2334,理科,本科一批
天津大学,电子科学与技术,,2017,636,3332,理科,本科一批
天津大学,制药工程,,2017,637,3177,理科,本科一批
天津大学,通信工程,,2017,645,2234,理科,本科一批
天津大学,机械设计制造及其自动化,,2017,643,2441,理科,本科一批
天津大学,土木工程,,2017,642,2549,理科,本科一批
天津大学,材料成型及控制工程,,2017,640,2804,理科,本科一批
天津大学,数学与应用数学,,2017,646,2123,理科,本科一批
天津大学,测控技术与仪器,,2017,648,1921,理科,本科一批
天津大学,化学工程与工艺,,2017,636,3332,理科,本科一批
