院校,专业,专业详情,年份,最低分,位次,科目,批次,985,211
北京大学,心理学类,,2020,688,537,理科,本科提前批,1,1
北京大学,环境科学,（环境、生态、地理与资源环境）,2020,688,537,理科,本科提前批,1,1
北京大学,德语,,2020,667,30,文科,本科提前批,1,1
北京大学,俄语,,2020,661,59,文科,本科提前批,1,1
北京大学,工科试验班类,,2020,689,466,理科,本科提前批,1,1
北京大学,信息管理与信息系统,,2020,650,185,文科,本科提前批,1,1
北京大学,社会学类,,2020,651,166,文科,本科提前批,1,1
北京大学,地球物理学类,,2020,689,466,理科,本科提前批,1,1
北京大学,国际政治,,2017,666,22,文科,本科一批,1,1
北京大学,社会学,,2017,667,15,文科,本科一批,1,1
北京大学,法学,,2017,666,22,文科,本科一批,1,1
北京大学,文科试验班类,,2017,681,1,文科,本科一批,1,1
北京大学,新闻传播学类,,2017,666,22,文科,本科一批,1,1
北京大学,哲学类,,2017,665,24,文科,本科一批,1,1
北京大学,人文科学试验班,,2017,666,22,文科,本科一批,1,1
北京大学,英语,,2017,666,22,文科,本科一批,1,1
北京大学,公共管理类,,2017,670,1,文科,本科一批,1,1
北京大学,物理学类,,2017,694,40,理科,本科一批,1,1
北京大学,中国语言文学类,,2017,669,1,文科,本科一批,1,1
北京大学,理科试验班类,,2017,699,22,理科,本科一批,1,1
北京大学,电子信息类,,2017,692,54,理科,本科一批,1,1
北京大学,工商管理类,,2017,677,1,文科,本科一批,1,1
北京大学,经济学类,,2017,674,1,文科,本科一批,1,1
北京大学,数学类,,2017,695,35,理科,本科一批,1,1
北京大学,工商管理类,,2017,698,24,理科,本科一批,1,1
北京大学,信息管理与信息系统,,2017,664,28,文科,本科一批,1,1
北京大学,历史学类,,2017,669,1,文科,本科一批,1,1
北京大学,国际政治,,2018,696,12,文科,本科一批,1,1
北京大学,法学,,2018,701,1,文科,本科一批,1,1
北京大学,公共管理类,,2018,693,19,文科,本科一批,1,1
北京大学,经济学类,,2018,702,1,文科,本科一批,1,1
北京大学,哲学类,,2018,691,27,文科,本科一批,1,1
北京大学,历史学类,,2018,694,15,文科,本科一批,1,1
北京大学,生物科学类,,2018,711,20,理科,本科一批,1,1
北京大学,化学类,,2018,707,45,理科,本科一批,1,1
北京大学,工商管理类,,2018,712,1,理科,本科一批,1,1
北京大学,文科试验班类,,2018,694,15,文科,本科一批,1,1
北京大学,社会学类,,2018,692,22,文科,本科一批,1,1
北京大学,工商管理类,,2018,698,1,文科,本科一批,1,1
北京大学,物理学类,,2018,709,30,理科,本科一批,1,1
北京大学,中国语言文学类,,2018,693,19,文科,本科一批,1,1
北京大学,经济学类,,2018,708,37,理科,本科一批,1,1
北京大学,新闻传播学类,,2018,692,22,文科,本科一批,1,1
北京大学,工科试验班类,,2018,708,37,理科,本科一批,1,1
北京大学,数学类,,2018,713,1,理科,本科一批,1,1
北京大学,法学,,2019,680,1,文科,本科一批,1,1
北京大学,社会学类,（含社会学、社会工作、人类学专业）,2019,679,1,文科,本科一批,1,1
北京大学,工商管理类,（含金融学、经济学（金融）、会计学、市场营销专业）,2019,684,1,文科,本科一批,1,1
北京大学,经济学类,（含经济学、金融学、国际经济与贸易、保险学、财政学、资源与环境经济学专业）,2019,678,13,文科,本科一批,1,1
北京大学,国际政治,（国政、外交学、国际政经）,2019,679,1,文科,本科一批,1,1
北京大学,工商管理类,（含金融学、经济学（金融）、会计学、市场营销专业）,2019,700,27,理科,本科一批,1,1
北京大学,公共管理类,（含政治学与行政学、城市管理、行政管理专业）,2019,677,15,文科,本科一批,1,1
北京大学,生物科学类,（含生物科学、生物技术专业）,2019,700,27,理科,本科一批,1,1
北京大学,文科试验班类,（含中国语言文学类、考古学、历史学类、哲学类、社会学类、国际政治、法学、信息管理与信息系统、新闻传播学类、经济学类、工商管理类、公共管理类、艺术学理论类、数据科学与大数据技术、政治学、经济学与哲学、古生物学、整合科学、外国语言与外国历史、外国语言文学类专业）,2019,682,1,文科,本科一批,1,1
北京大学,理科试验班类,（含数学类、物理学类、天文学、化学类、环境科学与工程类、环境科学、城乡规划、地质学类、地球物理学类、心理学类、生物科学类、历史学类、考古学、社会学类、哲学类、国际政治、经济学类、工商管理类、法学类、公共管理类、新闻传播学类、外国语言文学类、艺术史论、戏剧与影视学类、数据科学与大数据技术、政治学、经济学与哲学、古生物学、整合科学、外国语言与外国历史、理论与应用力学、工程力学（工程结构分析）、能源与环境系统工程、航空航天工程、生物医学工程、材料科学与工程专业）,2019,697,43,理科,本科一批,1,1
北京大学,计算机类,（含计算机科学与技术、智能科学与技术、数据科学与大数据技术、软件工程专业）,2019,696,51,理科,本科一批,1,1
北京大学,人文科学试验班,（含艺术史论、戏剧与影视学类、艺术学理论类（文化产业）专业）,2019,675,20,文科,本科一批,1,1
北京大学,数学类,（含数学与应用数学（数学）、数学与应用数学（概率统计）、数学与应用数学（科学与工程计算）、数学与应用数学（信息科学）、数学与应用数学（金融）、数据科学与大数据技术专业）,2019,696,51,理科,本科一批,1,1
北京大学,经济学类,（含经济学、金融学、国际经济与贸易、保险学、财政学、资源与环境经济学专业）,2019,696,51,理科,本科一批,1,1
北京大学,信息管理与信息系统,,2019,676,18,文科,本科一批,1,1
北京大学,历史学类,（含历史学（中国史）、世界史、外国语言与外国历史专业）,2019,674,24,文科,本科一批,1,1
北京大学,中国语言文学类,（含汉语言文学、汉语言、古典文献学、应用语言学专业）,2019,677,15,文科,本科一批,1,1
北京大学,哲学类,（含哲学、宗教学、逻辑学（科技哲学）专业）,2019,674,24,文科,本科一批,1,1
北京大学,物理学类,（含物理学、大气科学、核物理（核科学与技术）专业）,2019,696,51,理科,本科一批,1,1
中国人民大学,法学,,2020,666,33,文科,本科批,1,1
中国人民大学,法学,,2020,693,303,理科,本科批,1,1
中国人民大学,经济学类,（含经济学、国际经济与贸易、能源经济、国民经济管理专业）,2020,697,170,理科,本科批,1,1
中国人民大学,工商管理类,（含工商管理、财务管理、会计学、市场营销、管理科学、贸易经济专业）,2020,658,83,文科,本科批,1,1
中国人民大学,财政学类,（含财政学、税收学专业）,2020,659,75,文科,本科批,1,1
中国人民大学,金融学类,（含金融学、金融工程、信用管理、保险学专业）,2020,699,136,理科,本科批,1,1
中国人民大学,国际政治,（以学校公布分流专业为准）,2020,659,75,文科,本科批,1,1
中国人民大学,理科试验班,（含统计学、应用统计学、经济统计学、数据科学与大数据技术、环境科学、环境工程、资源与环境经济学、计算机科学与技术、信息管理与信息系统、信息安全、件工程、数学与应用数学、人工智能专业）,2020,692,339,理科,本科批,1,1
中国人民大学,财政学类,（含财政学、税收学专业）,2020,696,198,理科,本科批,1,1
中国人民大学,经济学类,（含经济学、国际经济与贸易、能源经济、国民经济管理专业）,2020,662,52,文科,本科批,1,1
中国人民大学,人力资源管理,（以学校公布分流专业为准）,2020,690,418,理科,本科批,1,1
中国人民大学,人力资源管理,（以学校公布分流专业为准）,2020,657,91,文科,本科批,1,1
中国人民大学,社会科学试验班,（管理学科类）（含行政管理、城市管理、土地资源管理、信息资源管理、档案学、农林经济管理、农村区域发展专业）,2020,691,382,理科,本科批,1,1
中国人民大学,金融学类,（含金融学、金融工程、信用管理、保险学专业）,2020,662,52,文科,本科批,1,1
中国人民大学,新闻传播学类,（含新闻学、广播电视学、广告学、传播学专业）,2020,659,75,文科,本科批,1,1
中国人民大学,工商管理类,（含工商管理、财务管理、会计学、市场营销、管理科学、贸易经济专业）,2020,691,382,理科,本科批,1,1
中国人民大学,社会科学试验班,（管理学科类）（含行政管理、城市管理、土地资源管理、信息资源管理、档案学、农林经济管理、农村区域发展专业）,2020,658,83,文科,本科批,1,1
中国人民大学,人力资源管理,（国家专项）,2016,631,626,文科,本科提前批,1,1
中国人民大学,设计学类,（加权成绩）,2016,546,54315,理科,本科提前批,1,1
中国人民大学,财政学类,（国家专项）,2016,627,759,文科,本科提前批,1,1
中国人民大学,人力资源管理,（国家专项）,2016,679,1127,理科,本科提前批,1,1
中国人民大学,人文科学试验班,（国家专项）,2016,626,792,文科,本科提前批,1,1
中国人民大学,新闻学,（国防生）,2016,602,2210,文科,本科提前批,1,1
中国人民大学,理科试验班,（信息与数学，国家专项）,2016,682,900,理科,本科提前批,1,1
中国人民大学,财政学类,（国家专项）,2016,681,959,理科,本科提前批,1,1
中国人民大学,设计学类,（加权成绩）,2016,533,16126,文科,本科提前批,1,1
中国人民大学,理科试验班,（物理、化学与心理学，国家专项）,2016,680,1041,理科,本科提前批,1,1
中国人民大学,信息管理与信息系统,（政务信息管理，国防生）,2016,627,10902,理科,本科提前批,1,1
中国人民大学,美术学,（加权成绩）,2016,579,4902,文科,本科提前批,1,1
中国人民大学,绘画,（加权成绩）,2016,540,13918,文科,本科提前批,1,1
中国人民大学,外国语言文学类,,2020,656,105,文科,本科提前批,1,1
中国人民大学,社会科学试验班,（管理学科类）,2020,637,507,文科,本科提前批,1,1
中国人民大学,马克思主义理论类,,2020,656,105,文科,本科提前批,1,1
中国人民大学,社会学类,,2020,676,1574,理科,本科提前批,1,1
中国人民大学,人文科学试验班,（以学校公布分流专业为准）（其他备注及方向整理中）,2020,655,120,文科,本科提前批,1,1
中国人民大学,理科试验班,,2020,679,1215,理科,本科提前批,1,1
中国人民大学,理科试验班,（基础学科类）,2020,685,707,理科,本科提前批,1,1
中国人民大学,外国语言文学类,,2020,682,922,理科,本科提前批,1,1
中国人民大学,国际政治,,2016,659,103,文科,本科一批,1,1
中国人民大学,法学,,2016,664,66,文科,本科一批,1,1
中国人民大学,经济学类,,2016,694,321,理科,本科一批,1,1
中国人民大学,农业经济管理类,,2016,659,103,文科,本科一批,1,1
中国人民大学,工商管理类,,2016,690,482,理科,本科一批,1,1
中国人民大学,法语,（中外合作办学）,2016,632,593,文科,本科一批,1,1
中国人民大学,统计学类,,2016,691,446,理科,本科一批,1,1
中国人民大学,财政学类,,2016,689,526,理科,本科一批,1,1
中国人民大学,金融学类,,2016,666,44,文科,本科一批,1,1
中国人民大学,国民经济管理,（中外合作办学）,2016,662,2981,理科,本科一批,1,1
中国人民大学,政治学、经济学与哲学,（PPE实验班）,2016,698,213,理科,本科一批,1,1
中国人民大学,工商管理类,,2016,659,103,文科,本科一批,1,1
中国人民大学,国民经济管理,（中外合作办学）,2016,638,423,文科,本科一批,1,1
中国人民大学,信息资源管理,,2016,657,116,文科,本科一批,1,1
中国人民大学,新闻传播学类,,2016,691,446,理科,本科一批,1,1
中国人民大学,新闻传播学类,,2016,665,59,文科,本科一批,1,1
中国人民大学,经济学类,,2016,659,103,文科,本科一批,1,1
中国人民大学,法学,,2017,653,85,文科,本科一批,1,1
中国人民大学,法学,,2017,676,330,理科,本科一批,1,1
中国人民大学,国际政治,,2017,653,85,文科,本科一批,1,1
中国人民大学,人力资源管理,,2017,654,75,文科,本科一批,1,1
中国人民大学,政治学、经济学与哲学,,2017,658,52,文科,本科一批,1,1
中国人民大学,经济学类,,2017,682,188,理科,本科一批,1,1
中国人民大学,新闻传播学类,,2017,656,63,文科,本科一批,1,1
中国人民大学,理科试验班,,2017,677,300,理科,本科一批,1,1
中国人民大学,财政学类,,2017,678,284,理科,本科一批,1,1
中国人民大学,财政学类,,2017,656,63,文科,本科一批,1,1
中国人民大学,信息资源管理,,2017,653,85,文科,本科一批,1,1
中国人民大学,经济学类,,2017,658,52,文科,本科一批,1,1
中国人民大学,金融学类,,2017,686,125,理科,本科一批,1,1
中国人民大学,工商管理类,,2017,657,56,文科,本科一批,1,1
中国人民大学,人力资源管理,,2017,674,385,理科,本科一批,1,1
中国人民大学,政治学、经济学与哲学,,2017,678,284,理科,本科一批,1,1
中国人民大学,统计学类,,2017,679,257,理科,本科一批,1,1
中国人民大学,人文科学试验班,,2017,653,85,文科,本科一批,1,1
中国人民大学,金融学类,,2017,659,46,文科,本科一批,1,1
中国人民大学,农业经济管理类,,2017,653,85,文科,本科一批,1,1
中国人民大学,国际政治,,2018,684,62,文科,本科一批,1,1
中国人民大学,法学,,2018,689,32,文科,本科一批,1,1
中国人民大学,法学,,2018,693,319,理科,本科一批,1,1
中国人民大学,财政学类,,2018,683,70,文科,本科一批,1,1
中国人民大学,新闻传播学类,,2018,686,49,文科,本科一批,1,1
中国人民大学,经济学类,,2018,697,179,理科,本科一批,1,1
中国人民大学,新闻传播学类,,2018,693,319,理科,本科一批,1,1
中国人民大学,统计学类,,2018,694,271,理科,本科一批,1,1
中国人民大学,人力资源管理,,2018,684,62,文科,本科一批,1,1
中国人民大学,金融学类,,2018,700,122,理科,本科一批,1,1
中国人民大学,工商管理类,,2018,684,62,文科,本科一批,1,1
中国人民大学,经济学类,,2018,682,81,文科,本科一批,1,1
中国人民大学,政治学、经济学与哲学,,2018,688,38,文科,本科一批,1,1
中国人民大学,理科试验班,（信息与数学）,2018,693,319,理科,本科一批,1,1
中国人民大学,人文科学试验班,,2018,684,62,文科,本科一批,1,1
中国人民大学,政治学、经济学与哲学,,2018,695,242,理科,本科一批,1,1
中国人民大学,工商管理类,,2018,694,271,理科,本科一批,1,1
中国人民大学,农业经济管理类,,2018,683,70,文科,本科一批,1,1
中国人民大学,信息资源管理,,2018,693,319,理科,本科一批,1,1
中国人民大学,信息资源管理,,2018,682,81,文科,本科一批,1,1
中国人民大学,法学,,2019,671,38,文科,本科一批,1,1
中国人民大学,国际政治,,2019,667,73,文科,本科一批,1,1
中国人民大学,法学,,2019,684,219,理科,本科一批,1,1
中国人民大学,新闻传播学类,（含新闻学、广播电视学、广告学、传播学专业）,2019,679,349,理科,本科一批,1,1
中国人民大学,工商管理类,（含工商管理、财务管理、会计学、市场营销、贸易经济、管理科学专业）,2019,667,73,文科,本科一批,1,1
中国人民大学,财政学类,（含财政学、税收学专业）,2019,669,55,文科,本科一批,1,1
中国人民大学,人力资源管理,,2019,666,81,文科,本科一批,1,1
中国人民大学,财政学类,（含财政学、税收学专业）,2019,685,190,理科,本科一批,1,1
中国人民大学,人文科学试验班,（含汉语言文学、汉语言、历史学、考古学、世界史、哲学、宗教学、伦理学、马克思主义理论、中国共产党历史专业）,2019,668,61,文科,本科一批,1,1
中国人民大学,经济学类,（含经济学、能源经济、国际经济与贸易、国民经济管理专业）,2019,669,55,文科,本科一批,1,1
中国人民大学,金融学类,（含金融学、金融工程、信用管理、保险学专业）,2019,672,34,文科,本科一批,1,1
中国人民大学,经济学类,（含经济学、能源经济、国际经济与贸易、国民经济管理专业）,2019,687,142,理科,本科一批,1,1
中国人民大学,工商管理类,（含工商管理、财务管理、会计学、市场营销、贸易经济、管理科学专业）,2019,680,325,理科,本科一批,1,1
中国人民大学,新闻传播学类,（含新闻学、广播电视学、广告学、传播学专业）,2019,669,55,文科,本科一批,1,1
中国人民大学,社会科学试验班,（管理学科类）（含行政管理、城市管理、土地资源管理、信息管理与信息系统、信息资源管理、档案学、农林经济管理、农村区域发展专业）,2019,667,73,文科,本科一批,1,1
中国人民大学,人力资源管理,,2019,679,349,理科,本科一批,1,1
中国人民大学,金融学类,（含金融学、金融工程、信用管理、保险学专业）,2019,690,103,理科,本科一批,1,1
中国人民大学,理科试验班,（含统计学、应用统计学、数据科学与大数据技术、经济统计学、计算机科学与技术、信息管理与信息系统、信息安全、软件工程、数学与应用数学、环境科学、环境工程、资源与环境经济学、公共事业管理、物理学、材料物理、化学、应用心理学专业）,2019,679,349,理科,本科一批,1,1
北京交通大学,机械电子工程,（中外合作办学）（外语成绩不低于105分）,2020,637,11658,理科,本科批,0,1
北京交通大学,交通运输,（中外合作办学）（外语成绩不低于105分）,2020,636,12058,理科,本科批,0,1
北京交通大学,土木类,（智慧建造与智能工程（含土木工程、铁道工程、环境工程专业））,2020,655,5561,理科,本科批,0,1
北京交通大学,交通运输类,（含交通工程、物流工程、电子商务、交通运输（铁道运输）、交通运输（城市轨道交通）、交通运输（智能运输工程）、交通运输（高速铁路客运组织与服务）、交通运输（民航运输）专业）,2020,659,4522,理科,本科批,0,1
北京交通大学,电子信息类,（通信与控制）（含通信工程、轨道交通信号与控制、自动化、电子科学与技术、信息工程、智能装备与系统专业）,2020,661,4051,理科,本科批,0,1
北京交通大学,外国语言文学类,（含英语、西班牙语、葡萄牙语专业；只招英语语种考生；外语成绩原则上不低于100分）,2020,655,5561,理科,本科批,0,1
北京交通大学,法学,,2020,656,5280,理科,本科批,0,1
北京交通大学,经济管理试验班,（含经济学、金融学、劳动与社会保障、会计学、财务管理、工商管理、市场营销、旅游管理、工程管理、物流管理、信息管理与信息系统、保密管理专业）,2020,634,635,文科,本科批,0,1
北京交通大学,经济管理试验班,（含经济学、金融学、劳动与社会保障、会计学、财务管理、工商管理、市场营销、旅游管理、工程管理、物流管理、信息管理与信息系统、保密管理专业）,2020,657,5030,理科,本科批,0,1
北京交通大学,外国语言文学类,（含英语、西班牙语、葡萄牙语专业；只招英语语种考生；外语成绩原则上不低于100分）,2020,630,825,文科,本科批,0,1
北京交通大学,法学,,2020,628,926,文科,本科批,0,1
北京交通大学,新闻传播学类,（含传播学、网络与新媒体专业）,2020,630,825,文科,本科批,0,1
北京交通大学,纳米材料与技术,（中外合作办学）（外语成绩不低于105分）,2020,636,12058,理科,本科批,0,1
北京交通大学,电气类,（含电气工程及其自动化、电气工程及其自动化（轨道牵引电气化）专业）,2020,655,5561,理科,本科批,0,1
北京交通大学,建筑类,（含建筑学、城乡规划专业）,2020,655,5561,理科,本科批,0,1
北京交通大学,理科试验班类,（含信息与计算科学、统计学、光电信息科学与工程、材料化学专业）,2020,655,5561,理科,本科批,0,1
北京交通大学,机械类,（智能制造与智能装备）（含机械工程、车辆工程、测控技术与仪器、能源与动力工程、工业工程专业）,2020,656,5280,理科,本科批,0,1
北京交通大学,软件工程,（外语成绩原则上不低于100分，学费16000元/学年）,2020,657,5030,理科,本科批,0,1
北京交通大学,电气工程及其自动化,（新能源国际班）（外语成绩原则上不低于105分）,2020,656,5280,理科,本科批,0,1
北京交通大学,计算机类,（含计算机科学与技术、计算机科学与技术（铁路信息技术）、物联网工程、信息安全、保密技术、人工智能专业）,2020,663,3633,理科,本科批,0,1
北京交通大学,电气类,,2020,659,4522,理科,本科提前批,0,1
北京交通大学,土木类,（智慧建造与智能工程）,2020,657,5030,理科,本科提前批,0,1
北京交通大学,机械类,（智能制造与智能装备）,2020,658,4750,理科,本科提前批,0,1
北京交通大学,计算机类,,2020,662,3821,理科,本科提前批,0,1
北京交通大学,软件工程,,2016,652,4531,理科,本科一批,0,1
北京交通大学,土木类,（土木与环境）,2016,650,4924,理科,本科一批,0,1
北京交通大学,电子信息类,（通信与控制）,2016,656,3846,理科,本科一批,0,1
北京交通大学,文科试验班类,（语言与传播）,2016,628,720,文科,本科一批,0,1
北京交通大学,经济管理试验班,,2016,662,2981,理科,本科一批,0,1
北京交通大学,交通运输类,,2016,656,3846,理科,本科一批,0,1
北京交通大学,文科试验班类,（语言与传播）,2016,654,4203,理科,本科一批,0,1
北京交通大学,电气类,,2016,652,4531,理科,本科一批,0,1
北京交通大学,机械类,,2016,651,4733,理科,本科一批,0,1
北京交通大学,经济管理试验班,,2016,635,509,文科,本科一批,0,1
北京交通大学,法学,,2016,630,659,文科,本科一批,0,1
北京交通大学,计算机类,,2016,654,4203,理科,本科一批,0,1
北京交通大学,电气工程及其自动化,（新能源国际班）,2016,655,4014,理科,本科一批,0,1
北京交通大学,电气工程及其自动化,,2017,632,3916,理科,本科一批,0,1
北京交通大学,电子信息类,,2017,635,3474,理科,本科一批,0,1
北京交通大学,建筑类,,2017,628,4539,理科,本科一批,0,1
北京交通大学,计算机类,,2017,630,4240,理科,本科一批,0,1
北京交通大学,文科试验班类,,2017,630,4240,理科,本科一批,0,1
北京交通大学,土木类,,2017,627,4700,理科,本科一批,0,1
